Case_ID,Customer_ID,Transaction_ID,Date_Raised,Payment_Method,Dispute_Type,Transaction_Amount,Merchant_Category,Transaction_Status,Customer_Claim,Evidence_Available,Risk_Level,Refund_Eligibility,Case_Status,SLA_Target_Days,Actual_Resolution_Days,SLA_Breached,Assigned_Team,Refund_Amount,Root_Cause,Customer_Sentiment
DSP-0487,CUST-9361,TXN-394976,2026-01-12,Card,Merchant Not Credited,222.97,E-commerce,Failed,I paid successfully but the merchant has no confirmation.,No,Medium,Manual Review,Awaiting Evidence,7,8,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0488,CUST-5282,TXN-889256,2026-04-26,Card,Merchant Not Credited,29.09,Subscription,Success,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Resolved,7,14,Yes,Merchant Support,21.82,Merchant Settlement Delay,Negative
DSP-0489,CUST-1156,TXN-805383,2026-02-14,Card,APP Scam Claim,140.9,Subscription,Success,I believe I have been scammed through a bank transfer.,No,High,Manual Review,Awaiting Evidence,10,14,Yes,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0490,CUST-3022,TXN-470141,2026-04-07,Wallet,Refund Delay,5.32,E-commerce,Pending,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,In Review,7,6,No,Refund Team,0,Merchant Settlement Delay,Neutral
DSP-0491,CUST-1324,TXN-895262,2026-03-13,Wallet,Wrong Amount Debited,104.92,Retail,Success,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0492,CUST-4212,TXN-961010,2026-04-12,Card,Duplicate Debit,40.47,Retail,Failed,I was charged twice for the same payment of £40.47.,Yes,Low,Eligible,Resolved,5,3,No,Refund Team,40.47,Duplicate Processing,Neutral
DSP-0493,CUST-3101,TXN-882209,2026-01-17,Card,Chargeback Request,64.07,Transport,Failed,"The merchant refused refund, so I need a chargeback review.",No,Medium,Manual Review,Resolved,10,7,No,Payment Operations,0,Manual Follow-up Delay,Neutral
DSP-0494,CUST-1849,TXN-995336,2026-03-24,Bank Transfer,Chargeback Request,14.44,Bills & Utilities,Failed,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Open,10,2,No,Payment Operations,0,Merchant Settlement Delay,Neutral
DSP-0495,CUST-7882,TXN-658272,2026-04-25,Card,Refund Delay,5.42,Transport,Success,The merchant said the refund was processed but I have not received it.,No,Medium,Manual Review,Resolved,7,7,No,Refund Team,4.06,Manual Follow-up Delay,Neutral
DSP-0496,CUST-1456,TXN-603281,2026-04-21,Wallet,Merchant Not Credited,53.34,Travel,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,In Review,7,8,Yes,Merchant Support,0,Incorrect Merchant Reference,Negative
DSP-0497,CUST-2194,TXN-913432,2026-04-23,Wallet,Merchant Not Credited,45.87,Food Delivery,Pending,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,In Review,7,9,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0498,CUST-5939,TXN-740405,2026-04-21,Card,Wrong Amount Debited,45.72,Bills & Utilities,Success,The wrong amount was debited from my account. Please investigate.,Yes,Medium,Manual Review,Resolved,5,6,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0499,CUST-8428,TXN-502569,2026-04-29,Wallet,APP Scam Claim,52.63,E-commerce,Pending,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,0,Customer Evidence Missing,Negative
DSP-0500,CUST-3064,TXN-768324,2026-05-11,Card,Refund Delay,72.95,Retail,Success,My refund of £72.95 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,5,No,Refund Team,72.95,Bank Reversal Delay,Positive
DSP-0501,CUST-9866,TXN-913166,2026-02-07,Card,Duplicate Debit,28.14,Food Delivery,Failed,There are two debits for one order. Please refund the duplicate amount.,No,Low,Eligible,Awaiting Evidence,5,4,No,Refund Team,0,Duplicate Processing,Neutral
DSP-0502,CUST-6633,TXN-304899,2026-02-21,Wallet,Duplicate Debit,18.61,Bills & Utilities,Failed,There are two debits for one order. Please refund the duplicate amount.,No,Medium,Manual Review,Resolved,5,10,Yes,Refund Team,18.61,Duplicate Processing,Negative
DSP-0503,CUST-5909,TXN-539033,2026-03-26,Card,Refund Delay,23.93,Subscription,Success,My refund of £23.93 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,7,No,Refund Team,0,Merchant Settlement Delay,Neutral
DSP-0504,CUST-1162,TXN-177312,2026-04-02,Card,Failed Payment,27.69,Subscription,Pending,My payment of £27.69 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,3,No,Payment Operations,13.85,Gateway Timeout,Positive
DSP-0505,CUST-6567,TXN-988704,2026-05-22,Card,Failed Payment,21.33,Food Delivery,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,2,No,Payment Operations,16,Bank Reversal Delay,Neutral
DSP-0506,CUST-7100,TXN-793013,2026-02-13,Open Banking,Chargeback Request,68.85,Bills & Utilities,Failed,The service was not provided and I want to raise a chargeback.,Yes,Medium,Manual Review,Open,10,1,No,Payment Operations,0,Customer Evidence Missing,Neutral
DSP-0507,CUST-9773,TXN-408472,2026-02-08,Card,Failed Payment,82.39,Food Delivery,Pending,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,12,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0508,CUST-9168,TXN-644098,2026-04-29,Card,Wrong Amount Debited,43.46,Bills & Utilities,Success,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,0,System Mapping Error,Negative
DSP-0509,CUST-4840,TXN-515131,2026-02-25,Card,APP Scam Claim,203.06,Travel,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,203.06,Fraud Indicator,Negative
DSP-0510,CUST-7981,TXN-573066,2026-04-30,Bank Transfer,Refund Delay,40.25,Food Delivery,Success,My refund of £40.25 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,9,Yes,Refund Team,0,Manual Follow-up Delay,Negative
DSP-0511,CUST-9220,TXN-637700,2026-05-20,Wallet,Unauthorised Transaction,23.48,Travel,Success,This payment was made without my permission.,No,High,Manual Review,Resolved,10,15,Yes,Fraud Review,23.48,Manual Follow-up Delay,Negative
DSP-0512,CUST-1139,TXN-907483,2026-03-18,Card,Refund Delay,280.86,Food Delivery,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Open,7,4,No,Refund Team,0,Bank Reversal Delay,Neutral
DSP-0513,CUST-8773,TXN-345076,2026-05-13,Bank Transfer,Merchant Not Credited,31.64,Travel,Pending,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,1,No,Merchant Support,31.64,Merchant Settlement Delay,Neutral
DSP-0514,CUST-3276,TXN-705561,2026-02-02,Card,Wrong Amount Debited,40.41,Travel,Success,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0515,CUST-6342,TXN-715467,2026-01-06,Bank Transfer,Failed Payment,48.27,Bills & Utilities,Success,My payment of £48.27 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,3,No,Payment Operations,0,System Mapping Error,Positive
DSP-0516,CUST-3808,TXN-209380,2026-05-22,Card,Unauthorised Transaction,47.22,Retail,Success,I do not recognise this transaction and did not authorise it.,No,High,Manual Review,Resolved,10,16,Yes,Fraud Review,47.22,Customer Evidence Missing,Negative
DSP-0517,CUST-8449,TXN-160244,2026-04-05,Bank Transfer,Failed Payment,98.53,Retail,Pending,My payment of £98.53 failed but the money was debited.,Yes,Medium,Manual Review,Open,5,4,No,Payment Operations,0,Bank Reversal Delay,Neutral
DSP-0518,CUST-6075,TXN-553195,2026-05-02,Card,Merchant Not Credited,28.59,E-commerce,Failed,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,In Review,7,8,Yes,Merchant Support,0,Merchant Settlement Delay,Negative
DSP-0519,CUST-7541,TXN-734229,2026-03-05,Bank Transfer,APP Scam Claim,112.67,Subscription,Success,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,13,Yes,Fraud Review,56.34,Manual Follow-up Delay,Negative
DSP-0520,CUST-5081,TXN-288301,2026-04-21,Bank Transfer,APP Scam Claim,13.87,Bills & Utilities,Failed,I was tricked into sending money and need urgent help.,Yes,High,Manual Review,Resolved,10,8,No,Fraud Review,6.93,Fraud Indicator,Negative
DSP-0521,CUST-9085,TXN-531256,2026-05-22,Card,Refund Delay,85.75,Transport,Success,My refund of £85.75 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,6,No,Refund Team,0,Merchant Settlement Delay,Positive
DSP-0522,CUST-6630,TXN-882193,2026-04-13,Open Banking,Refund Delay,99.88,E-commerce,Success,My refund of £99.88 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,6,No,Refund Team,74.91,Bank Reversal Delay,Neutral
DSP-0523,CUST-5573,TXN-982442,2026-02-11,Card,Failed Payment,17.72,Subscription,Failed,The transaction failed and I still cannot see my money returned.,Yes,Medium,Eligible,Resolved,5,6,Yes,Payment Operations,17.72,System Mapping Error,Negative
DSP-0524,CUST-3915,TXN-327197,2026-01-09,Open Banking,Merchant Not Credited,37.01,E-commerce,Pending,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,3,No,Merchant Support,37.01,Gateway Timeout,Positive
DSP-0525,CUST-1858,TXN-727263,2026-01-02,Card,Refund Delay,22.65,Retail,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,0,Bank Reversal Delay,Negative
DSP-0526,CUST-2582,TXN-935635,2026-02-12,Wallet,Failed Payment,44.65,Travel,Failed,My payment of £44.65 failed but the money was debited.,Yes,Medium,Eligible,In Review,5,5,No,Payment Operations,0,Gateway Timeout,Positive
DSP-0527,CUST-4807,TXN-324164,2026-01-28,Card,Failed Payment,32.83,Bills & Utilities,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,16.41,System Mapping Error,Negative
DSP-0528,CUST-5940,TXN-904829,2026-05-08,Open Banking,Failed Payment,74.95,Food Delivery,Failed,The transaction failed and I still cannot see my money returned.,No,Medium,Manual Review,Resolved,5,5,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0529,CUST-3872,TXN-766216,2026-03-23,Open Banking,Merchant Not Credited,120.35,Subscription,Failed,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,7,No,Merchant Support,0,Gateway Timeout,Neutral
DSP-0530,CUST-4873,TXN-873758,2026-04-20,Wallet,Merchant Not Credited,14.5,Travel,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,7,No,Merchant Support,0,Gateway Timeout,Positive
DSP-0531,CUST-3199,TXN-391636,2026-03-23,Wallet,Unauthorised Transaction,157.09,E-commerce,Pending,I do not recognise this transaction and did not authorise it.,No,High,Manual Review,Resolved,10,15,Yes,Fraud Review,157.09,Fraud Indicator,Negative
DSP-0532,CUST-4644,TXN-737600,2026-04-08,Bank Transfer,Failed Payment,49.52,Bills & Utilities,Success,My payment of £49.52 failed but the money was debited.,Yes,Medium,Manual Review,Open,5,3,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0533,CUST-3845,TXN-721418,2026-05-21,Wallet,Chargeback Request,26.65,E-commerce,Success,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Resolved,10,6,No,Payment Operations,19.99,Merchant Settlement Delay,Neutral
DSP-0534,CUST-8883,TXN-183902,2026-04-03,Card,Failed Payment,34.03,E-commerce,Success,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,7,Yes,Payment Operations,17.02,Bank Reversal Delay,Negative
DSP-0535,CUST-9801,TXN-260221,2026-05-22,Wallet,Duplicate Debit,36.71,Bills & Utilities,Failed,I was charged twice for the same payment of £36.71.,Yes,Low,Eligible,Resolved,5,1,No,Refund Team,36.71,Duplicate Processing,Neutral
DSP-0536,CUST-1210,TXN-625021,2026-04-06,Bank Transfer,Chargeback Request,28.15,E-commerce,Pending,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,Open,10,10,No,Payment Operations,0,Merchant Settlement Delay,Negative
DSP-0537,CUST-3660,TXN-303663,2026-04-22,Open Banking,Unauthorised Transaction,71.03,E-commerce,Failed,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,13,Yes,Fraud Review,53.27,Manual Follow-up Delay,Negative
DSP-0538,CUST-6921,TXN-761601,2026-01-08,Wallet,Merchant Not Credited,21.35,E-commerce,Success,The money left my account but the merchant says they did not receive it.,Yes,Medium,Manual Review,Open,7,9,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0539,CUST-2912,TXN-908422,2026-01-24,Wallet,APP Scam Claim,28.2,Food Delivery,Failed,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,12,Yes,Fraud Review,28.2,Customer Evidence Missing,Negative
DSP-0540,CUST-6045,TXN-869584,2026-04-16,Wallet,Chargeback Request,68.24,Transport,Success,"The merchant refused refund, so I need a chargeback review.",No,Medium,Manual Review,Resolved,10,11,Yes,Payment Operations,34.12,Manual Follow-up Delay,Negative
DSP-0541,CUST-1025,TXN-201576,2026-01-18,Wallet,Refund Delay,34.11,Bills & Utilities,Success,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,8,Yes,Refund Team,34.11,Manual Follow-up Delay,Negative
DSP-0542,CUST-4041,TXN-310701,2026-01-16,Wallet,Unauthorised Transaction,106.58,Subscription,Success,I do not recognise this transaction and did not authorise it.,Yes,High,Manual Review,Resolved,10,13,Yes,Fraud Review,79.94,Fraud Indicator,Negative
DSP-0543,CUST-6605,TXN-131107,2026-05-30,Card,Refund Delay,126.93,Food Delivery,Success,My refund of £126.93 is still pending after several days.,Yes,Medium,Manual Review,In Review,7,3,No,Refund Team,0,Bank Reversal Delay,Positive
DSP-0544,CUST-6521,TXN-733729,2026-04-20,Card,Wrong Amount Debited,28.96,Retail,Pending,I authorised a lower amount but a higher amount was taken.,Yes,Medium,Manual Review,Resolved,5,8,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0545,CUST-2641,TXN-103234,2026-04-27,Open Banking,Refund Delay,100.75,Transport,Pending,My refund of £100.75 is still pending after several days.,Yes,Medium,Manual Review,Resolved,7,3,No,Refund Team,0,Manual Follow-up Delay,Neutral
DSP-0546,CUST-1272,TXN-764563,2026-04-03,Open Banking,Chargeback Request,117.64,Retail,Failed,"The merchant refused refund, so I need a chargeback review.",Yes,Medium,Manual Review,In Review,10,1,No,Payment Operations,0,Manual Follow-up Delay,Positive
DSP-0547,CUST-2645,TXN-869946,2026-04-09,Card,Failed Payment,13.68,Subscription,Pending,The transaction failed and I still cannot see my money returned.,Yes,Medium,Manual Review,Resolved,5,9,Yes,Payment Operations,0,Gateway Timeout,Negative
DSP-0548,CUST-3753,TXN-567965,2026-01-30,Bank Transfer,Merchant Not Credited,25.76,E-commerce,Failed,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,11,Yes,Merchant Support,0,Gateway Timeout,Negative
DSP-0549,CUST-7283,TXN-903533,2026-03-13,Card,Duplicate Debit,28.87,Food Delivery,Failed,I was charged twice for the same payment of £28.87.,No,Medium,Manual Review,In Review,5,6,Yes,Refund Team,0,Duplicate Processing,Negative
DSP-0550,CUST-2059,TXN-775268,2026-03-29,Card,Wrong Amount Debited,70.57,E-commerce,Pending,I authorised a lower amount but a higher amount was taken.,No,Medium,Manual Review,Open,5,6,Yes,Payment Operations,0,Customer Input Error,Negative
DSP-0551,CUST-2895,TXN-405110,2026-01-23,Card,Refund Delay,47.73,Food Delivery,Failed,The merchant said the refund was processed but I have not received it.,Yes,Medium,Manual Review,Resolved,7,9,Yes,Refund Team,47.73,Merchant Settlement Delay,Negative
DSP-0552,CUST-7359,TXN-544280,2026-03-23,Wallet,Unauthorised Transaction,72.49,Food Delivery,Success,This payment was made without my permission.,Yes,High,Manual Review,Resolved,10,9,No,Fraud Review,36.24,Customer Evidence Missing,Negative
DSP-0553,CUST-8467,TXN-254586,2026-03-14,Card,Merchant Not Credited,177.52,Subscription,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,Resolved,7,15,Yes,Merchant Support,88.76,Gateway Timeout,Negative
DSP-0554,CUST-5775,TXN-838344,2026-04-07,Card,Unauthorised Transaction,6.77,Transport,Failed,This payment was made without my permission.,No,High,Manual Review,Resolved,10,21,Yes,Fraud Review,0,Manual Follow-up Delay,Negative
DSP-0555,CUST-7419,TXN-413630,2026-02-10,Open Banking,Merchant Not Credited,19.37,Travel,Failed,The money left my account but the merchant says they did not receive it.,No,Medium,Manual Review,Awaiting Evidence,7,7,No,Merchant Support,0,Gateway Timeout,Positive
DSP-0556,CUST-3144,TXN-439128,2026-05-29,Open Banking,Failed Payment,100.54,E-commerce,Success,My payment of £100.54 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,3,No,Payment Operations,0,System Mapping Error,Neutral
DSP-0557,CUST-4205,TXN-871037,2026-01-03,Card,APP Scam Claim,93.54,Bills & Utilities,Failed,I believe I have been scammed through a bank transfer.,Yes,High,Manual Review,Resolved,10,17,Yes,Fraud Review,93.54,Fraud Indicator,Negative
DSP-0558,CUST-8107,TXN-255785,2026-04-14,Card,Failed Payment,32.59,Subscription,Pending,My payment of £32.59 failed but the money was debited.,Yes,Medium,Manual Review,Resolved,5,10,Yes,Payment Operations,0,Bank Reversal Delay,Negative
DSP-0559,CUST-8596,TXN-957939,2026-04-08,Card,Merchant Not Credited,32.46,Food Delivery,Success,I paid successfully but the merchant has no confirmation.,Yes,Medium,Manual Review,In Review,7,8,Yes,Merchant Support,0,Gateway Timeout,Negative
